# Game Session ID 
0 
### Session Start ### 
# Game ID 
0 
# Begin play Date and Time 
 3 / 5 / 2013    20:34:24 
# With Fead back 
 True  
# With Visible Trajectory 
 False  
### Game start ### 
 # Throw number 1 of 5
# Type of Balls 
 Ball 0 -> Good ball 
 Ball 1 -> Ok ball 
 Ball 2 -> Bad ball 
# Trajectory par ball 
 Ball 0                               	 Ball 1                               	 Ball 2                               	 Ball 3                               	 Ball 4                               	 Ball 5                               	
X          Y          Z          	X          Y          Z          	X          Y          Z          	X          Y          Z          	X          Y          Z          	X          Y          Z          	
 10.039999 6.625288 7.259467 	 -1.960001 6.625288 6.120108 	 -8.000000 6.625288 9.012327 	 14.039999 6.625288 4.367248 	 -2.039999 6.625288 7.259467 	 6.039999 6.625288 6.120108 	
 10.059999 6.398350 7.285566 	 -1.940001 6.398350 6.135146 	 -8.000000 6.398350 9.055445 	 14.059999 6.398350 4.365267 	 -2.059999 6.398350 7.285566 	 6.059999 6.398350 6.135146 	
 10.079999 6.171410 7.311466 	 -1.920001 6.171410 6.149983 	 -8.000000 6.171410 9.098362 	 14.079999 6.171410 4.363087 	 -2.079999 6.171410 7.311466 	 6.079998 6.171410 6.149983 	
 10.099998 5.944471 7.337166 	 -1.900001 5.944471 6.164621 	 -8.000000 5.944471 9.141080 	 14.099998 5.944471 4.360707 	 -2.099999 5.944471 7.337166 	 6.099998 5.944471 6.164621 	
 10.119999 5.717533 7.362666 	 -1.880001 5.717533 6.179060 	 -8.000000 5.717533 9.183598 	 14.119999 5.717533 4.358127 	 -2.119999 5.717533 7.362666 	 6.119998 5.717533 6.179060 	
 10.139998 5.490593 7.387965 	 -1.860001 5.490593 6.193297 	 -8.000000 5.490593 9.225916 	 14.139998 5.490593 4.355347 	 -2.139999 5.490593 7.387965 	 6.139998 5.490593 6.193297 	
 10.159999 5.263655 7.413065 	 -1.840001 5.263655 6.207335 	 -8.000000 5.263655 9.268033 	 14.159999 5.263655 4.352367 	 -2.159999 5.263655 7.413065 	 6.159998 5.263655 6.207335 	
 10.179998 5.036716 7.437964 	 -1.820001 5.036716 6.221173 	 -8.000000 5.036716 9.309951 	 14.179998 5.036716 4.349187 	 -2.179999 5.036716 7.437964 	 6.179998 5.036716 6.221173 	
 10.199999 4.809776 7.462664 	 -1.800001 4.809776 6.234811 	 -8.000000 4.809776 9.351668 	 14.199999 4.809776 4.345807 	 -2.199999 4.809776 7.462664 	 6.199998 4.809776 6.234811 	
 10.219998 4.582838 7.487164 	 -1.780001 4.582838 6.248249 	 -8.000000 4.582838 9.393187 	 14.219998 4.582838 4.342227 	 -2.219999 4.582838 7.487164 	 6.219998 4.582838 6.248249 	
 10.239999 4.355900 7.511464 	 -1.760001 4.355900 6.261487 	 -8.000000 4.355900 9.434505 	 14.239999 4.355900 4.338447 	 -2.239999 4.355900 7.511464 	 6.239998 4.355900 6.261487 	
 10.259998 4.128960 7.535563 	 -1.740001 4.128960 6.274525 	 -8.000000 4.128960 9.475622 	 14.259998 4.128960 4.334466 	 -2.259999 4.128960 7.535563 	 6.259998 4.128960 6.274525 	
 10.279999 3.902021 7.559463 	 -1.720001 3.902021 6.287363 	 -8.000000 3.902021 9.516540 	 14.279999 3.902021 4.330286 	 -2.279999 3.902021 7.559463 	 6.279998 3.902021 6.287363 	
 10.299998 3.675083 7.583163 	 -1.700001 3.675083 6.300001 	 -8.000000 3.675083 9.557258 	 14.299998 3.675083 4.325906 	 -2.299999 3.675083 7.583163 	 6.299998 3.675083 6.300001 	
 10.319999 3.448143 7.606662 	 -1.680001 3.448143 6.312438 	 -8.000000 3.448143 9.597775 	 14.319999 3.448143 4.321326 	 -2.319999 3.448143 7.606662 	 6.319998 3.448143 6.312438 	
 10.339998 3.221205 7.629962 	 -1.660002 3.221205 6.324677 	 -8.000000 3.221205 9.638093 	 14.339998 3.221205 4.316546 	 -2.339998 3.221205 7.629962 	 6.339998 3.221205 6.324677 	
 10.359999 2.994267 7.653062 	 -1.640002 2.994267 6.336715 	 -8.000000 2.994267 9.678211 	 14.359999 2.994267 4.311566 	 -2.359998 2.994267 7.653062 	 6.359998 2.994267 6.336715 	
 10.379998 2.767326 7.675961 	 -1.620002 2.767326 6.348553 	 -8.000000 2.767326 9.718128 	 14.379998 2.767326 4.306386 	 -2.379998 2.767326 7.675961 	 6.379998 2.767326 6.348553 	
 10.399999 2.540388 7.698661 	 -1.600002 2.540388 6.360190 	 -8.000000 2.540388 9.757846 	 14.399999 2.540388 4.301006 	 -2.399998 2.540388 7.698661 	 6.399998 2.540388 6.360190 	
 10.419998 2.313450 7.721161 	 -1.580002 2.313450 6.371628 	 -8.000000 2.313450 9.797364 	 14.419998 2.313450 4.295425 	 -2.419998 2.313450 7.721161 	 6.419998 2.313450 6.371628 	
 10.439999 2.086510 7.743461 	 -1.560002 2.086510 6.382866 	 -8.000000 2.086510 9.836681 	 14.439999 2.086510 4.289646 	 -2.439998 2.086510 7.743461 	 6.439998 2.086510 6.382866 	
 10.459998 1.859571 7.765560 	 -1.540002 1.859571 6.393904 	 -8.000000 1.859571 9.875799 	 14.459998 1.859571 4.283665 	 -2.459998 1.859571 7.765560 	 6.459998 1.859571 6.393904 	
 10.479999 1.632633 7.787460 	 -1.520002 1.632633 6.404742 	 -8.000000 1.632633 9.914717 	 14.479999 1.632633 4.277485 	 -2.479998 1.632633 7.787460 	 6.479998 1.632633 6.404742 	
 10.499998 1.405693 7.809160 	 -1.500002 1.405693 6.415380 	 -8.000000 1.405693 9.953435 	 14.499998 1.405693 4.271105 	 -2.499998 1.405693 7.809160 	 6.499998 1.405693 6.415380 	
 10.519999 1.178755 7.830659 	 -1.480002 1.178755 6.425818 	 -8.000000 1.178755 9.991953 	 14.519999 1.178755 4.264525 	 -2.519998 1.178755 7.830659 	 6.519998 1.178755 6.425818 	
 10.539998 0.951817 7.851959 	 -1.460002 0.951817 6.436056 	 -8.000000 0.951817 10.030271 	 14.539998 0.951817 4.257745 	 -2.539998 0.951817 7.851959 	 6.539998 0.951817 6.436056 	
 10.559999 0.724876 7.873058 	 -1.440002 0.724876 6.446094 	 -8.000000 0.724876 10.068388 	 14.559999 0.724876 4.250765 	 -2.559998 0.724876 7.873058 	 6.559998 0.724876 6.446094 	
 10.579998 0.497938 7.893958 	 -1.420002 0.497938 6.455932 	 -8.000000 0.497938 10.106306 	 14.579998 0.497938 4.243585 	 -2.579998 0.497938 7.893958 	 6.579998 0.497938 6.455932 	
 10.599998 0.271000 7.914658 	 -1.400002 0.271000 6.465570 	 -8.000000 0.271000 10.144024 	 14.599998 0.271000 4.236205 	 -2.599998 0.271000 7.914658 	 6.599998 0.271000 6.465570 	
 10.619998 0.044060 7.935158 	 -1.380002 0.044060 6.475008 	 -8.000000 0.044060 10.181541 	 14.619998 0.044060 4.228624 	 -2.619998 0.044060 7.935158 	 6.619998 0.044060 6.475008 	
 10.639998 -0.182878 7.955457 	 -1.360002 -0.182878 6.484246 	 -8.000000 -0.182878 10.218859 	 14.639998 -0.182878 4.220844 	 -2.639998 -0.182878 7.955457 	 6.639998 -0.182878 6.484246 	
 10.659998 -0.409817 7.975557 	 -1.340002 -0.409817 6.493284 	 -8.000000 -0.409817 10.255977 	 14.659998 -0.409817 4.212864 	 -2.659998 -0.409817 7.975557 	 6.659998 -0.409817 6.493284 	
 10.679998 -0.636757 7.995457 	 -1.320002 -0.636757 6.502122 	 -8.000000 -0.636757 10.292894 	 14.679998 -0.636757 4.204684 	 -2.679998 -0.636757 7.995457 	 6.679998 -0.636757 6.502122 	
 10.699998 -0.863695 8.015157 	 -1.300002 -0.863695 6.510760 	 -8.000000 -0.863695 10.329613 	 14.699998 -0.863695 4.196304 	 -2.699998 -0.863695 8.015157 	 6.699998 -0.863695 6.510760 	
 10.719998 -1.090633 8.034657 	 -1.280002 -1.090633 6.519198 	 -8.000000 -1.090633 10.366130 	 14.719998 -1.090633 4.187724 	 -2.719998 -1.090633 8.034657 	 6.719998 -1.090633 6.519198 	
 10.739998 -1.317574 8.053956 	 -1.260002 -1.317574 6.527436 	 -8.000000 -1.317574 10.402448 	 14.739998 -1.317574 4.178944 	 -2.739998 -1.317574 8.053956 	 6.739998 -1.317574 6.527436 	
 10.759998 -1.544512 8.073055 	 -1.240002 -1.544512 6.535474 	 -8.000000 -1.544512 10.438565 	 14.759998 -1.544512 4.169964 	 -2.759998 -1.544512 8.073055 	 6.759998 -1.544512 6.535474 	
 10.779998 -1.771450 8.091955 	 -1.220002 -1.771450 6.543312 	 -8.000000 -1.771450 10.474483 	 14.779998 -1.771450 4.160784 	 -2.779998 -1.771450 8.091955 	 6.779998 -1.771450 6.543312 	
 10.799998 -1.998390 8.110655 	 -1.200002 -1.998390 6.550950 	 -8.000000 -1.998390 10.510201 	 14.799998 -1.998390 4.151404 	 -2.799998 -1.998390 8.110655 	 6.799998 -1.998390 6.550950 	
 10.819998 -2.225327 8.129154 	 -1.180002 -2.225327 6.558387 	 -8.000000 -2.225327 10.545719 	 14.819998 -2.225327 4.141823 	 -2.819998 -2.225327 8.129154 	 6.819998 -2.225327 6.558387 	
 10.839998 -2.452267 8.147454 	 -1.160002 -2.452267 6.565626 	 -8.000000 -2.452267 10.581037 	 14.839998 -2.452267 4.132043 	 -2.839998 -2.452267 8.147454 	 6.839998 -2.452267 6.565626 	
 10.859998 -2.679207 8.165554 	 -1.140002 -2.679207 6.572663 	 -8.000000 -2.679207 10.616155 	 14.859998 -2.679207 4.122063 	 -2.859998 -2.679207 8.165554 	 6.859998 -2.679207 6.572663 	
 10.879998 -2.906143 8.183454 	 -1.120002 -2.906143 6.579501 	 -8.000000 -2.906143 10.651073 	 14.879998 -2.906143 4.111883 	 -2.879998 -2.906143 8.183454 	 6.879998 -2.906143 6.579501 	
 10.899998 -3.133083 8.201154 	 -1.100002 -3.133083 6.586139 	 -8.000000 -3.133083 10.685790 	 14.899998 -3.133083 4.101503 	 -2.899998 -3.133083 8.201154 	 6.899998 -3.133083 6.586139 	
 10.919998 -3.360023 8.218653 	 -1.080002 -3.360023 6.592577 	 -8.000000 -3.360023 10.720307 	 14.919998 -3.360023 4.090923 	 -2.919998 -3.360023 8.218653 	 6.919998 -3.360023 6.592577 	
 10.939998 -3.586960 8.235953 	 -1.060002 -3.586960 6.598815 	 -8.000000 -3.586960 10.754625 	 14.939998 -3.586960 4.080143 	 -2.939998 -3.586960 8.235953 	 6.939998 -3.586960 6.598815 	
 10.959998 -3.813900 8.253053 	 -1.040002 -3.813900 6.604853 	 -8.000000 -3.813900 10.788743 	 14.959998 -3.813900 4.069163 	 -2.959998 -3.813900 8.253053 	 6.959998 -3.813900 6.604853 	
 10.979998 -4.040840 8.269952 	 -1.020002 -4.040840 6.610691 	 -8.000000 -4.040840 10.822660 	 14.979998 -4.040840 4.057983 	 -2.979998 -4.040840 8.269952 	 6.979998 -4.040840 6.610691 	
